	ARAF001	ARAF002	ARAF003	ARAF004	ARAF005	ARAF006	     C1	    C10	   C100	   C103	   C104	   C105	   C106	   C107	   C108	   C109	    C11	   C110	   C111	   C112	   C113	   C114	   C115	   C117	   C118	   C119	    C12	   C120	   C121	   C122	   C123	   C124	   C125	   C126	   C127	   C128	   C129	    C13	   C130	   C131	   C132	   C133	   C134	   C135	   C136	   C137	   C138	   C139	    C14	   C140	   C141	   C142	   C143	   C144	   C145	   C146	   C147	   C148	   C149	    C15	   C150	   C151	   C152	   C153	   C154	   C155	   C156	   C157	   C158	   C159	    C16	   C160	   C161	   C162	   C163	   C164	   C165	   C166	   C167	   C168	   C169	    C17	   C170	   C171	   C172	   C173	   C174	   C175	   C176	   C177	   C178	   C179	    C18	   C180	   C181	   C182	   C183	   C184	   C185	   C186	   C187	   C188	   C189	    C19	   C190	   C191	   C199	     C2	    C20	    C21	    C22	   C220	   C221	   C222	   C223	    C23	    C24	   C246	    C25	    C26	    C27	   C272	   C275	    C28	    C29	     C3	    C30	    C31	    C32	    C33	    C34	   C341	   C342	   C343	   C344	   C345	   C346	    C35	   C354	   C355	   C356	   C357	   C358	   C359	    C36	   C360	   C361	   C362	   C363	   C364	   C365	   C366	   C367	   C368	   C369	    C37	    C38	    C39	     C4	    C40	    C41	    C42	    C43	    C44	    C45	    C46	    C47	    C48	    C49	     C5	    C50	    C51	    C52	    C53	    C54	    C55	    C56	    C57	    C58	    C59	     C6	    C60	    C61	    C62	    C63	    C64	    C65	    C66	    C67	    C68	    C69	     C7	    C70	    C71	    C72	    C73	    C74	    C75	    C76	    C77	    C78	    C79	     C8	    C80	    C81	    C82	    C83	    C84	    C85	    C86	    C87	    C88	    C89	    C91	    C92	    C93	    C95	    C96
C246   	  95.38	  92.95	  92.30	  96.67	  90.28	  96.35	  94.35	  96.25	  94.08	  93.53	  94.56	  95.00	  93.87	  94.50	  93.72	  92.12	  95.93	  94.29	  92.97	  94.28	  92.29	  95.00	  93.63	  93.93	  94.46	  93.40	  96.21	  93.21	  95.79	  94.63	  93.36	  90.95	  92.17	  90.12	  92.06	  88.31	  92.21	  95.18	  92.14	  93.48	  93.23	  93.79	  92.32	  93.27	  89.68	  89.51	  91.73	  93.65	  95.13	  92.22	  92.89	  93.82	  94.64	  95.13	  93.19	  91.91	  92.20	  92.06	  92.77	  94.98	  92.79	  92.88	  92.05	  92.18	  91.87	  96.11	  95.81	  95.81	  95.62	  94.93	  90.55	  95.25	  93.53	  95.47	  95.47	  92.11	  94.38	  92.86	  91.76	  93.96	  93.52	  94.91	  93.66	  92.70	  93.93	  94.98	  94.79	  92.77	  93.74	  96.84	  92.13	  94.68	  93.50	  91.93	  93.51	  93.84	  92.60	  90.19	  92.60	  96.64	  94.04	  95.89	  93.88	  95.88	  91.85	  92.60	  94.82	  95.88	  94.59	  94.69	  94.86	  96.47	  97.40	  94.91	  96.96	  94.49	  91.56	 100.00	  96.00	  94.97	  95.73	  94.84	  92.64	  91.63	  93.83	  94.54	  87.12	  92.96	  94.30	  93.96	  94.66	  93.45	  96.39	  94.21	  94.81	  94.21	  94.10	  94.13	  95.48	  95.43	  95.46	  95.46	  94.34	  94.77	  93.30	  94.17	  93.52	  95.39	  93.23	  94.93	  94.91	  95.65	  95.54	  94.77	  95.80	  94.39	  95.68	  91.80	  93.24	  94.78	  95.03	  93.91	  93.75	  93.84	  92.74	  92.91	  93.25	  93.91	  95.11	  94.56	  95.12	  93.29	  95.54	  94.86	  93.27	  94.65	  94.49	  94.37	  94.15	  94.58	  96.26	  94.45	  94.72	  94.54	  94.55	  95.46	  95.44	  94.96	  94.45	  94.14	  94.49	  96.59	  94.27	  92.39	  94.80	  94.68	  94.81	  95.22	  94.97	  94.98	  96.35	  95.54	  94.29	  96.79	  93.43	  96.38	  94.61	  94.67	  95.66	  94.68	  95.03	  93.35	  96.36	  95.16	  95.62	  94.80	  94.04	  94.00
C25    	  95.08	  92.18	  91.50	  96.09	  89.63	  95.83	  93.84	  95.49	  93.51	  92.96	  93.76	  94.64	  93.35	  93.76	  92.90	  91.51	  94.97	  93.33	  92.58	  93.54	  91.38	  94.01	  92.82	  93.01	  93.79	  92.84	  95.55	  92.36	  94.83	  93.88	  92.55	  90.25	  91.73	  89.41	  91.20	  87.56	  91.21	  94.75	  91.19	  92.34	  92.26	  93.24	  91.90	  92.44	  88.80	  88.60	  90.79	  92.79	  94.20	  91.57	  92.34	  92.85	  94.05	  94.28	  92.37	  91.08	  91.29	  91.33	  92.01	  94.12	  92.22	  91.95	  91.14	  91.15	  90.99	  95.47	  95.07	  95.37	  94.85	  93.99	  90.16	  93.95	  92.79	  94.81	  94.67	  91.14	  93.59	  92.16	  90.87	  93.18	  92.59	  94.08	  92.59	  91.92	  93.21	  94.07	  93.92	  91.93	  92.69	  96.11	  91.39	  93.85	  93.26	  91.20	  92.66	  93.04	  91.74	  89.33	  91.51	  95.58	  92.95	  95.11	  93.37	  94.73	  90.83	  91.67	  94.25	  95.34	  94.04	  94.04	  94.03	  95.33	  95.43	  94.02	  96.09	  93.94	  91.50	  96.00	 100.00	  94.75	  95.05	  93.95	  91.61	  91.99	  93.25	  93.81	  87.42	  92.77	  93.59	  93.48	  93.50	  92.74	  95.56	  93.23	  93.98	  93.25	  93.30	  93.97	  94.50	  94.53	  94.63	  94.78	  93.62	  94.05	  93.04	  93.84	  92.60	  94.42	  92.13	  94.28	  94.06	  95.13	  94.58	  93.82	  94.69	  93.60	  94.88	  91.23	  92.53	  93.99	  94.26	  92.76	  92.96	  92.81	  91.90	  92.35	  92.49	  93.22	  94.35	  93.82	  94.47	  92.37	  94.54	  93.73	  92.50	  93.45	  93.47	  93.25	  93.60	  93.79	  95.46	  93.51	  93.64	  93.81	  93.65	  94.55	  94.68	  94.41	  93.92	  93.57	  93.84	  96.22	  93.51	  91.83	  94.07	  94.08	  94.21	  94.35	  94.04	  93.91	  95.67	  94.65	  93.64	  95.97	  92.08	  96.15	  94.12	  94.04	  94.95	  94.11	  94.30	  92.60	  95.42	  94.19	  94.57	  94.12	  93.66	  93.10
C26    	  94.06	  91.88	  91.06	  95.23	  89.07	  94.87	  93.23	  94.70	  92.87	  92.46	  93.19	  93.79	  92.73	  92.96	  92.54	  91.04	  94.47	  92.79	  91.95	  93.21	  91.70	  93.65	  92.11	  92.85	  93.71	  92.36	  94.80	  92.25	  95.08	  93.12	  92.22	  90.30	  91.00	  89.34	  91.52	  87.58	  91.69	  93.84	  90.89	  92.00	  92.19	  92.70	  91.52	  92.17	  88.76	  88.63	  90.56	  92.91	  93.39	  91.48	  91.84	  92.53	  93.22	  93.60	  92.20	  90.73	  90.92	  91.03	  91.58	  93.25	  91.86	  91.50	  90.63	  90.88	  90.73	  95.06	  94.57	  94.59	  94.40	  93.00	  89.13	  93.12	  92.05	  95.00	  94.74	  90.86	  93.37	  91.71	  90.71	  93.00	  92.43	  93.59	  92.36	  91.51	  92.83	  93.84	  93.87	  91.63	  92.38	  95.14	  91.08	  93.36	  92.37	  90.95	  92.46	  92.69	  91.46	  89.09	  91.27	  94.91	  93.08	  95.22	  93.08	  94.11	  90.74	  91.33	  93.45	  94.60	  93.53	  93.60	  93.63	  95.12	  94.68	  94.13	  95.35	  93.25	  90.26	  94.97	  94.75	 100.00	  94.70	  93.57	  91.52	  90.90	  92.90	  93.15	  86.48	  91.87	  93.12	  92.99	  93.34	  92.07	  94.73	  93.31	  93.95	  93.13	  92.93	  92.55	  93.96	  94.01	  93.99	  94.10	  92.88	  93.17	  91.95	  93.00	  92.08	  93.67	  91.94	  93.36	  93.37	  93.94	  94.39	  93.23	  93.82	  93.61	  93.95	  90.78	  92.19	  93.90	  93.96	  92.62	  92.82	  92.73	  91.54	  91.94	  92.19	  92.75	  93.89	  93.23	  94.16	  92.00	  93.77	  93.42	  92.73	  93.37	  93.19	  93.05	  93.28	  93.36	  94.85	  93.31	  93.57	  93.11	  93.23	  93.85	  93.87	  93.60	  93.54	  92.79	  93.25	  95.23	  93.13	  91.51	  93.76	  93.90	  94.08	  93.64	  93.60	  93.76	  94.86	  93.69	  93.19	  95.07	  92.15	  95.02	  93.47	  93.41	  94.23	  93.33	  94.00	  91.71	  94.36	  93.81	  93.86	  93.68	  93.11	  92.77
C27    	  94.46	  92.13	  91.57	  95.55	  89.59	  95.16	  93.99	  95.76	  93.74	  93.08	  94.22	  94.24	  93.44	  93.75	  93.42	  91.87	  95.16	  93.76	  92.66	  93.87	  91.91	  94.65	  92.70	  93.61	  94.34	  93.13	  95.60	  92.52	  95.12	  93.86	  92.84	  90.49	  92.02	  89.85	  92.02	  88.11	  91.71	  94.60	  91.59	  92.61	  92.52	  93.65	  92.11	  92.48	  89.44	  89.48	  91.34	  93.35	  94.51	  91.95	  92.45	  93.30	  94.32	  94.51	  92.62	  91.41	  91.71	  91.65	  92.28	  94.64	  92.11	  91.99	  91.58	  91.63	  91.52	  95.98	  95.72	  95.64	  95.71	  93.77	  89.69	  93.89	  92.98	  95.02	  94.92	  91.79	  93.84	  92.41	  91.22	  93.53	  92.88	  94.43	  92.94	  91.81	  93.77	  93.98	  93.97	  92.32	  93.23	  95.68	  91.42	  94.12	  92.87	  92.12	  93.22	  93.53	  92.28	  89.93	  91.80	  95.57	  93.72	  95.26	  94.09	  94.65	  91.47	  91.90	  94.64	  95.41	  94.19	  94.29	  94.45	  95.28	  95.36	  94.33	  95.72	  94.21	  91.09	  95.73	  95.05	  94.70	 100.00	  94.32	  91.96	  91.04	  93.42	  94.04	  87.16	  92.83	  93.98	  94.04	  93.91	  92.62	  95.81	  93.70	  94.61	  93.60	  93.57	  93.00	  94.85	  94.56	  94.90	  94.76	  93.35	  94.45	  92.08	  93.60	  92.66	  94.45	  92.78	  94.30	  93.92	  94.83	  94.63	  94.15	  94.62	  94.18	  94.62	  91.20	  92.10	  94.35	  94.59	  93.14	  93.19	  93.06	  92.30	  92.34	  92.53	  93.26	  94.80	  94.30	  94.70	  92.62	  94.71	  94.32	  93.08	  94.11	  93.99	  93.85	  93.89	  94.20	  96.09	  94.00	  94.28	  93.98	  94.19	  94.64	  94.77	  94.34	  94.28	  93.76	  94.22	  95.89	  94.09	  92.35	  94.32	  94.59	  94.44	  94.64	  94.06	  94.12	  95.82	  94.41	  94.34	  96.23	  92.94	  95.58	  94.25	  94.31	  95.25	  94.13	  94.53	  92.96	  95.17	  94.15	  95.12	  94.27	  93.21	  93.08
C272   	  94.56	  92.97	  93.55	  94.99	  91.31	  94.57	  94.49	  94.87	  94.27	  93.28	  93.69	  92.97	  93.76	  93.49	  93.95	  93.33	  94.21	  94.23	  93.80	  94.60	  93.68	  94.08	  93.11	  94.68	  94.76	  93.66	  95.23	  94.96	  94.93	  93.50	  93.50	  91.81	  92.29	  91.02	  93.82	  89.51	  93.19	  93.64	  93.50	  94.83	  94.73	  94.10	  93.63	  94.62	  90.86	  90.80	  93.16	  94.65	  94.52	  93.18	  94.13	  92.34	  94.92	  94.28	  94.63	  93.19	  93.25	  93.52	  92.60	  94.67	  92.76	  92.60	  93.16	  93.36	  93.11	  94.25	  94.11	  94.15	  94.18	  93.28	  90.39	  93.34	  93.26	  94.85	  94.57	  94.34	  95.05	  94.43	  92.88	  94.41	  95.04	  95.15	  95.19	  92.61	  94.46	  95.83	  95.62	  94.05	  94.36	  94.92	  92.75	  95.58	  93.46	  93.80	  94.21	  95.47	  94.30	  90.99	  93.97	  94.53	  94.89	  94.97	  94.45	  94.01	  93.20	  93.87	  93.13	  94.97	  94.71	  94.78	  94.97	  94.48	  94.13	  95.17	  94.75	  94.67	  91.77	  94.84	  93.95	  93.57	  94.32	 100.00	  94.09	  90.14	  93.43	  94.46	  86.10	  93.18	  94.54	  94.38	  94.34	  93.15	  94.71	  94.85	  95.69	  94.90	  94.42	  92.29	  94.51	  94.44	  93.56	  94.57	  92.99	  93.20	  91.42	  93.05	  94.89	  93.56	  94.09	  93.55	  94.14	  94.19	  95.50	  94.73	  94.06	  94.68	  93.69	  92.25	  93.26	  95.23	  95.55	  95.20	  95.38	  95.27	  94.23	  94.74	  94.69	  95.44	  95.98	  94.68	  96.12	  94.54	  95.86	  94.64	  93.51	  94.65	  94.65	  94.84	  94.17	  94.36	  94.55	  94.14	  94.38	  94.32	  94.25	  94.67	  94.82	  94.47	  95.40	  94.16	  94.47	  94.20	  94.37	  92.61	  95.20	  95.69	  95.92	  94.75	  95.47	  95.73	  95.21	  93.60	  94.44	  94.56	  94.56	  94.25	  95.03	  94.91	  93.87	  93.21	  95.37	  92.95	  94.53	  95.38	  94.38	  93.63	  95.40	  95.59
C275   	  91.88	  92.05	  92.81	  92.33	  89.97	  92.05	  93.15	  92.25	  92.48	  92.86	  92.29	  92.18	  92.80	  93.16	  93.68	  92.97	  92.34	  92.77	  93.00	  93.16	  94.17	  92.84	  92.32	  93.19	  93.16	  93.29	  92.85	  94.03	  92.64	  93.44	  91.72	  91.46	  90.83	  90.35	  93.72	  90.10	  91.62	  92.89	  93.79	  94.95	  94.91	  92.32	  93.38	  94.91	  91.28	  91.20	  93.72	  93.29	  93.37	  92.82	  93.86	  92.53	  93.14	  92.00	  92.34	  92.55	  92.63	  92.76	  92.07	  93.34	  92.03	  91.99	  92.33	  92.66	  92.42	  91.93	  91.65	  91.89	  91.66	  92.35	  88.86	  92.49	  92.41	  92.54	  92.43	  94.00	  93.02	  92.79	  93.59	  94.28	  94.15	  93.67	  94.04	  91.89	  94.56	  93.81	  94.01	  94.60	  94.33	  92.52	  92.62	  93.62	  92.24	  94.99	  93.21	  93.71	  92.86	  89.79	  93.49	  92.30	  93.44	  92.71	  93.65	  92.23	  93.99	  96.60	  92.11	  92.50	  93.33	  93.32	  93.24	  92.30	  92.35	  93.59	  92.54	  93.25	  89.97	  92.64	  91.61	  91.52	  91.96	  94.09	 100.00	  89.54	  92.35	  92.97	  85.03	  91.52	  92.93	  92.74	  93.60	  92.47	  92.18	  93.53	  93.46	  93.60	  93.37	  91.21	  93.30	  93.19	  92.66	  93.24	  92.50	  92.33	  90.32	  92.50	  93.89	  92.93	  93.01	  92.92	  93.20	  92.93	  93.25	  93.49	  92.98	  93.51	  92.84	  92.68	  93.00	  93.31	  93.46	  94.15	  94.37	  94.30	  93.42	  93.76	  94.25	  94.31	  93.43	  93.28	  93.62	  93.51	  93.62	  93.35	  92.77	  93.32	  93.76	  93.41	  93.66	  93.91	  91.93	  93.73	  93.87	  93.98	  93.90	  92.69	  92.52	  92.44	  93.08	  92.85	  93.24	  92.21	  92.80	  90.92	  93.23	  93.96	  93.93	  92.67	  93.15	  93.19	  92.79	  93.27	  92.97	  92.30	  95.07	  92.28	  93.44	  93.17	  92.72	  92.61	  93.56	  92.43	  92.71	  93.47	  92.70	  93.19	  93.34	  94.61
C28    	  90.72	  90.37	  88.59	  91.61	  86.26	  91.34	  90.32	  91.65	  90.08	  90.51	  90.93	  91.94	  90.30	  90.93	  90.36	  89.14	  91.59	  89.89	  90.97	  90.36	  88.97	  91.13	  90.28	  89.15	  89.89	  90.35	  91.41	  89.02	  91.31	  90.77	  89.34	  88.06	  88.71	  87.07	  88.53	  85.98	  88.32	  91.93	  88.75	  89.67	  90.01	  89.81	  89.38	  89.72	  87.18	  86.97	  88.29	  89.82	  91.44	  89.34	  89.65	  90.64	  90.40	  90.41	  88.78	  88.48	  88.44	  88.77	  90.39	  91.54	  90.46	  90.46	  88.42	  88.84	  88.63	  91.56	  91.15	  91.33	  91.12	  90.93	  87.37	  90.97	  90.55	  91.27	  91.00	  88.44	  90.14	  88.58	  88.37	  90.35	  90.08	  90.65	  89.79	  90.29	  90.45	  90.27	  90.25	  89.36	  89.93	  92.09	  89.58	  89.75	  90.15	  88.97	  90.17	  89.60	  88.70	  87.42	  88.92	  91.36	  89.87	  91.27	  90.02	  91.40	  88.47	  89.33	  91.33	  91.71	  90.60	  90.51	  90.69	  91.91	  91.16	  90.11	  91.86	  90.46	  88.70	  91.63	  91.99	  90.90	  91.04	  90.14	  89.54	 100.00	  91.11	  90.31	  85.32	  89.91	  90.19	  90.14	  90.36	  90.92	  91.15	  89.72	  90.19	  89.96	  90.20	  91.08	  91.25	  91.22	  91.85	  91.42	  90.43	  91.11	  90.18	  90.63	  88.93	  91.74	  89.37	  92.05	  91.70	  92.57	  90.74	  90.39	  92.36	  90.28	  91.91	  88.23	  91.08	  90.27	  90.69	  90.26	  90.16	  90.10	  89.44	  89.96	  90.01	  90.11	  90.36	  90.51	  90.35	  89.24	  90.48	  90.49	  89.68	  90.53	  90.39	  90.18	  90.46	  90.95	  91.47	  90.78	  90.87	  90.71	  90.72	  90.64	  90.74	  90.51	  89.80	  90.17	  90.37	  92.25	  90.13	  88.17	  89.88	  90.05	  89.94	  90.35	  90.18	  90.32	  91.39	  91.82	  90.55	  91.43	  89.63	  91.51	  90.55	  90.54	  91.61	  92.91	  90.48	  90.63	  91.48	  90.21	  91.42	  90.99	  89.62	  90.31
C29    	  93.10	  92.94	  91.70	  93.78	  89.71	  93.29	  92.80	  94.33	  92.25	  92.40	  92.88	  94.11	  93.66	  93.26	  92.93	  92.04	  93.60	  92.74	  93.89	  92.64	  91.61	  93.11	  92.35	  92.44	  92.62	  92.40	  93.58	  92.28	  93.73	  93.44	  91.69	  91.29	  90.93	  90.30	  91.54	  88.83	  91.63	  93.81	  91.85	  92.74	  92.68	  92.33	  92.60	  92.83	  90.08	  89.84	  91.58	  93.21	  96.43	  92.48	  92.94	  92.75	  92.78	  92.92	  92.26	  91.61	  91.56	  91.74	  92.89	  96.17	  93.04	  93.02	  91.45	  91.83	  91.68	  93.82	  93.53	  94.04	  93.61	  93.16	  88.53	  93.01	  92.37	  93.59	  93.34	  91.46	  92.78	  91.48	  91.68	  93.01	  92.92	  93.25	  92.96	  92.95	  92.94	  92.75	  92.87	  92.35	  92.68	  94.04	  92.28	  92.81	  91.86	  91.62	  93.11	  93.38	  92.01	  89.97	  91.95	  93.45	  93.46	  93.50	  92.95	  93.58	  91.96	  92.21	  93.25	  94.27	  93.09	  93.36	  93.08	  94.06	  93.38	  92.78	  93.77	  92.82	  89.99	  93.83	  93.25	  92.90	  93.42	  93.43	  92.35	  91.11	 100.00	  92.83	  86.08	  91.38	  92.77	  92.60	  93.00	  93.49	  93.48	  93.49	  93.61	  93.43	  92.86	  92.13	  93.62	  93.67	  94.31	  93.70	  92.76	  93.18	  91.40	  92.69	  92.27	  93.96	  92.68	  93.56	  94.10	  94.14	  93.34	  92.87	  94.13	  93.25	  93.74	  89.89	  93.23	  93.23	  93.52	  93.21	  93.40	  93.47	  92.56	  92.90	  93.10	  93.50	  93.43	  93.07	  93.42	  92.32	  93.14	  93.54	  92.88	  93.51	  93.39	  93.28	  93.62	  93.87	  93.57	  93.77	  94.08	  93.81	  93.63	  93.61	  93.55	  93.47	  92.95	  92.37	  92.93	  94.03	  92.67	  90.67	  92.94	  93.48	  93.57	  93.26	  92.86	  92.71	  93.77	  93.67	  92.68	  93.81	  92.59	  93.56	  93.15	  92.92	  93.98	  94.36	  93.44	  93.10	  93.42	  93.43	  94.43	  93.38	  92.82	  93.43
C3     	  94.13	  92.37	  92.33	  94.40	  90.59	  94.23	  97.05	  94.22	  96.74	  95.31	  94.03	  93.34	  92.89	  93.87	  96.25	  94.54	  94.24	  96.56	  93.49	  96.70	  93.29	  94.58	  94.30	  93.56	  93.91	  96.07	  95.28	  94.55	  94.18	  93.81	  95.55	  91.24	  94.82	  90.49	  92.79	  89.08	  91.99	  93.37	  92.30	  93.41	  93.37	  96.79	  94.69	  93.66	  90.55	  90.49	  92.05	  93.53	  93.96	  92.28	  95.24	  92.86	  97.26	  93.48	  93.34	  92.09	  92.48	  92.34	  92.59	  93.67	  92.53	  92.10	  92.08	  92.34	  92.04	  94.13	  93.72	  93.89	  93.92	  93.36	  92.43	  93.34	  94.28	  93.75	  93.73	  92.95	  94.04	  93.06	  91.81	  93.84	  93.23	  97.50	  93.37	  92.18	  93.89	  94.65	  94.76	  94.14	  93.52	  94.61	  93.11	  94.95	  95.74	  92.87	  93.26	  95.60	  94.45	  90.46	  93.95	  94.17	  93.83	  94.16	  93.72	  94.22	  92.20	  93.06	  93.42	  94.37	  97.14	  97.29	  97.22	  93.93	  94.08	  94.11	  94.31	  97.31	  93.46	  94.54	  93.81	  93.15	  94.04	  94.46	  92.97	  90.31	  92.83	 100.00	  86.39	  95.29	  97.10	  96.75	  93.93	  92.99	  94.15	  93.80	  94.22	  93.66	  93.81	  92.37	  94.85	  94.68	  93.67	  94.76	  92.89	  93.16	  91.49	  92.95	  94.67	  93.85	  93.31	  93.62	  93.42	  94.05	  94.12	  97.04	  93.96	  94.11	  93.82	  91.63	  92.30	  94.26	  94.63	  93.59	  93.77	  93.51	  92.66	  92.86	  93.13	  93.83	  94.64	  97.53	  94.90	  94.14	  95.11	  94.18	  93.14	  94.15	  94.07	  94.19	  94.11	  94.04	  94.21	  94.27	  94.26	  94.30	  94.13	  93.86	  93.76	  93.36	  94.46	  96.85	  96.93	  94.19	  97.05	  92.31	  94.42	  94.69	  94.21	  93.73	  94.92	  94.89	  95.40	  94.31	  96.96	  94.59	  93.66	  94.05	  96.94	  97.05	  94.10	  93.46	  94.90	  92.93	  94.64	  95.11	  94.04	  93.75	  94.13	  93.68
C30    	  86.31	  85.15	  84.12	  87.49	  82.64	  87.01	  86.52	  87.11	  86.25	  85.92	  86.40	  86.67	  85.78	  86.49	  86.05	  84.80	  86.38	  86.00	  85.63	  86.15	  84.46	  86.62	  85.80	  85.32	  86.15	  85.92	  87.26	  85.32	  86.81	  86.52	  85.57	  83.30	  85.05	  82.57	  84.80	  81.76	  84.02	  86.80	  85.01	  85.65	  85.44	  86.06	  85.17	  85.60	  82.69	  82.47	  83.91	  85.42	  86.86	  84.29	  85.42	  86.06	  86.54	  86.27	  84.81	  84.03	  83.99	  84.30	  85.01	  86.51	  85.35	  85.14	  84.09	  84.11	  84.06	  87.28	  87.19	  87.27	  87.27	  86.08	  84.36	  85.96	  85.84	  86.70	  86.34	  84.56	  85.68	  84.42	  83.78	  85.76	  85.10	  86.90	  85.11	  85.01	  85.87	  85.99	  86.05	  85.44	  85.38	  87.39	  84.59	  86.01	  86.36	  84.96	  85.32	  85.96	  84.91	  82.66	  85.09	  86.89	  85.47	  86.87	  86.15	  86.37	  84.05	  84.79	  87.17	  86.82	  86.55	  86.79	  86.70	  86.93	  86.88	  86.42	  87.27	  86.60	  85.21	  87.12	  87.42	  86.48	  87.16	  86.10	  85.03	  85.32	  86.08	  86.39	 100.00	  86.09	  86.24	  86.46	  85.94	  85.86	  87.61	  85.76	  86.24	  85.73	  85.87	  86.43	  86.98	  86.95	  87.71	  87.17	  86.11	  87.04	  86.01	  86.32	  85.19	  86.92	  85.28	  86.85	  86.62	  87.35	  86.46	  86.46	  87.10	  86.36	  86.87	  84.52	  84.91	  86.07	  86.12	  85.59	  85.86	  85.72	  84.78	  84.92	  85.08	  85.94	  86.58	  86.65	  86.50	  85.58	  86.37	  86.13	  85.49	  86.05	  85.93	  85.94	  86.05	  86.19	  87.80	  86.02	  86.18	  86.19	  86.24	  86.51	  86.47	  86.20	  86.17	  86.28	  86.62	  87.11	  86.23	  84.46	  86.02	  86.36	  86.39	  86.32	  85.84	  85.90	  87.22	  86.89	  86.49	  87.95	  85.13	  87.18	  86.58	  86.53	  87.63	  86.36	  86.06	  85.45	  86.87	  86.06	  86.82	  86.69	  85.32	  85.60
C31    	  92.67	  91.02	  90.86	  93.04	  89.44	  92.64	  95.26	  92.78	  95.10	  93.78	  92.52	  91.72	  91.36	  92.19	  94.41	  93.00	  92.87	  94.94	  91.93	  95.16	  91.96	  92.95	  92.81	  92.06	  92.64	  94.35	  93.95	  93.12	  92.65	  92.18	  94.19	  89.75	  93.43	  88.89	  91.39	  87.74	  90.72	  91.96	  91.06	  92.09	  92.00	  94.76	  93.17	  92.00	  88.99	  88.86	  90.51	  92.27	  92.39	  91.07	  93.76	  91.41	  95.35	  92.26	  91.93	  90.72	  90.82	  90.77	  90.98	  92.17	  91.05	  90.98	  90.63	  90.83	  90.75	  92.46	  92.25	  92.30	  92.16	  91.74	  91.78	  92.08	  92.84	  92.65	  92.33	  91.44	  92.67	  91.67	  90.42	  92.25	  91.95	  95.78	  92.09	  90.64	  92.45	  93.13	  93.18	  92.78	  92.09	  93.13	  91.77	  93.33	  95.01	  91.62	  92.21	  94.19	  92.99	  89.14	  92.50	  92.55	  92.37	  92.69	  92.19	  92.49	  90.51	  91.59	  91.88	  92.88	  95.33	  95.70	  95.79	  92.48	  92.42	  92.82	  93.11	  95.72	  93.08	  92.96	  92.77	  91.87	  92.83	  93.18	  91.52	  89.91	  91.38	  95.29	  86.09	 100.00	  95.25	  95.28	  92.35	  91.69	  92.62	  92.28	  92.84	  92.18	  92.42	  91.42	  93.12	  92.88	  92.12	  93.16	  91.45	  91.81	  90.51	  91.70	  93.02	  92.29	  91.98	  92.17	  91.96	  92.68	  92.80	  95.32	  92.52	  92.62	  92.39	  90.86	  90.70	  92.75	  93.11	  91.89	  92.39	  92.09	  91.43	  91.50	  91.52	  92.23	  93.39	  95.63	  93.45	  92.55	  93.41	  92.89	  91.83	  92.86	  92.64	  92.61	  92.55	  92.66	  92.65	  92.60	  92.61	  92.62	  92.44	  92.02	  92.30	  91.91	  93.02	  95.11	  95.50	  92.72	  95.12	  90.93	  93.06	  93.19	  93.14	  92.17	  93.48	  93.54	  93.71	  92.72	  95.26	  93.04	  92.13	  92.41	  95.66	  95.54	  92.54	  91.83	  93.33	  91.23	  93.22	  93.30	  92.64	  92.12	  92.66	  92.25
