	ARAF001	ARAF002	ARAF003	ARAF004	ARAF005	ARAF006	     C1	    C10	   C100	   C103	   C104	   C105	   C106	   C107	   C108	   C109	    C11	   C110	   C111	   C112	   C113	   C114	   C115	   C117	   C118	   C119	    C12	   C120	   C121	   C122	   C123	   C124	   C125	   C126	   C127	   C128	   C129	    C13	   C130	   C131	   C132	   C133	   C134	   C135	   C136	   C137	   C138	   C139	    C14	   C140	   C141	   C142	   C143	   C144	   C145	   C146	   C147	   C148	   C149	    C15	   C150	   C151	   C152	   C153	   C154	   C155	   C156	   C157	   C158	   C159	    C16	   C160	   C161	   C162	   C163	   C164	   C165	   C166	   C167	   C168	   C169	    C17	   C170	   C171	   C172	   C173	   C174	   C175	   C176	   C177	   C178	   C179	    C18	   C180	   C181	   C182	   C183	   C184	   C185	   C186	   C187	   C188	   C189	    C19	   C190	   C191	   C199	     C2	    C20	    C21	    C22	   C220	   C221	   C222	   C223	    C23	    C24	   C246	    C25	    C26	    C27	   C272	   C275	    C28	    C29	     C3	    C30	    C31	    C32	    C33	    C34	   C341	   C342	   C343	   C344	   C345	   C346	    C35	   C354	   C355	   C356	   C357	   C358	   C359	    C36	   C360	   C361	   C362	   C363	   C364	   C365	   C366	   C367	   C368	   C369	    C37	    C38	    C39	     C4	    C40	    C41	    C42	    C43	    C44	    C45	    C46	    C47	    C48	    C49	     C5	    C50	    C51	    C52	    C53	    C54	    C55	    C56	    C57	    C58	    C59	     C6	    C60	    C61	    C62	    C63	    C64	    C65	    C66	    C67	    C68	    C69	     C7	    C70	    C71	    C72	    C73	    C74	    C75	    C76	    C77	    C78	    C79	     C8	    C80	    C81	    C82	    C83	    C84	    C85	    C86	    C87	    C88	    C89	    C91	    C92	    C93	    C95	    C96
C24    	  95.49	  94.41	  94.44	  95.58	  93.56	  95.50	  96.75	  95.43	  96.58	  95.91	  95.27	  94.83	  94.56	  95.23	  96.31	  95.36	  95.50	  96.53	  95.07	  96.61	  94.91	  95.42	  95.45	  94.94	  95.41	  96.21	  96.01	  95.62	  95.34	  95.20	  96.12	  93.76	  95.57	  93.29	  94.66	  92.64	  94.18	  95.05	  94.52	  95.03	  95.04	  96.47	  95.57	  95.03	  93.43	  93.32	  94.17	  95.05	  95.22	  94.53	  95.71	  94.65	  96.76	  95.22	  94.99	  94.31	  94.31	  94.41	  94.38	  95.31	  94.46	  94.43	  94.28	  94.40	  94.22	  95.29	  95.13	  95.19	  95.01	  94.85	  95.10	  94.96	  95.46	  95.27	  95.17	  94.63	  95.26	  94.80	  94.15	  95.23	  94.98	  96.97	  95.07	  94.30	  95.24	  95.72	  95.72	  95.47	  95.04	  95.62	  94.86	  95.70	  96.74	  94.72	  95.01	  96.22	  95.53	  93.46	  95.31	  95.39	  95.17	  95.50	  95.06	  95.38	  94.28	  94.75	  94.98	  95.51	  96.84	  96.92	  96.99	  95.24	  95.26	  95.44	  95.50	  96.85	 100.00	  95.59	  95.56	  94.88	  95.34	  95.71	  94.72	  94.01	  94.73	  96.62	  92.02	  96.41	  96.61	  96.62	  95.31	  94.81	  95.40	  95.23	  95.43	  95.13	  95.21	  94.88	  95.58	  95.63	  95.04	  95.70	  94.82	  94.98	  94.54	  94.92	  95.61	  95.23	  95.04	  95.16	  95.06	  95.48	  95.47	  96.71	  95.36	  95.35	  95.24	  94.74	  94.44	  95.49	  95.62	  95.10	  95.08	  95.06	  94.75	  94.81	  94.79	  95.21	  95.81	  96.90	  95.83	  95.41	  95.91	  95.48	  94.95	  95.48	  95.49	  95.32	  95.28	  95.42	  95.35	  95.25	  95.45	  95.31	  95.36	  95.11	  95.26	  95.08	  95.55	  96.63	  96.81	  95.47	  96.59	  94.47	  95.55	  95.64	  95.67	  95.10	  95.90	  96.02	  95.94	  95.49	  96.82	  95.52	  95.16	  95.30	  96.83	  96.87	  95.28	  94.97	  95.86	  94.64	  95.69	  95.78	  95.34	  95.14	  95.40	  95.17
C246   	  97.63	  96.35	  96.00	  98.31	  94.89	  98.14	  97.09	  98.09	  96.95	  96.65	  97.21	  97.43	  96.84	  97.17	  96.76	  95.90	  97.92	  97.06	  96.36	  97.06	  95.99	  97.43	  96.71	  96.87	  97.15	  96.59	  98.07	  96.49	  97.85	  97.24	  96.57	  95.26	  95.92	  94.80	  95.86	  93.79	  95.94	  97.53	  95.91	  96.63	  96.50	  96.80	  96.01	  96.52	  94.56	  94.47	  95.69	  96.72	  97.50	  95.95	  96.32	  96.81	  97.25	  97.50	  96.47	  95.79	  95.94	  95.87	  96.25	  97.43	  96.26	  96.31	  95.86	  95.93	  95.76	  98.02	  97.86	  97.86	  97.76	  97.40	  95.04	  97.57	  96.66	  97.68	  97.68	  95.89	  97.11	  96.30	  95.70	  96.89	  96.65	  97.39	  96.72	  96.21	  96.87	  97.42	  97.32	  96.25	  96.77	  98.40	  95.91	  97.27	  96.64	  95.79	  96.65	  96.82	  96.16	  94.84	  96.16	  98.29	  96.93	  97.90	  96.84	  97.90	  95.75	  96.16	  97.34	  97.90	  97.22	  97.27	  97.36	  98.20	  98.69	  97.39	  98.46	  97.17	  95.59	 100.00	  97.96	  97.42	  97.82	  97.35	  96.18	  95.63	  96.82	  97.19	  93.12	  96.35	  97.07	  96.89	  97.26	  96.62	  98.16	  97.02	  97.34	  97.02	  96.96	  96.98	  97.69	  97.66	  97.68	  97.68	  97.09	  97.32	  96.53	  97.00	  96.65	  97.64	  96.50	  97.40	  97.39	  97.78	  97.72	  97.31	  97.85	  97.11	  97.79	  95.73	  96.50	  97.32	  97.45	  96.86	  96.78	  96.82	  96.24	  96.33	  96.51	  96.86	  97.49	  97.21	  97.50	  96.53	  97.72	  97.36	  96.52	  97.25	  97.17	  97.10	  96.99	  97.21	  98.10	  97.15	  97.29	  97.19	  97.20	  97.68	  97.67	  97.41	  97.15	  96.98	  97.17	  98.26	  97.05	  96.05	  97.33	  97.26	  97.33	  97.55	  97.42	  97.42	  98.14	  97.72	  97.06	  98.37	  96.60	  98.15	  97.23	  97.26	  97.78	  97.27	  97.45	  96.56	  98.15	  97.52	  97.76	  97.33	  96.93	  96.90
C25    	  97.48	  95.93	  95.56	  98.00	  94.53	  97.87	  96.82	  97.69	  96.65	  96.35	  96.78	  97.25	  96.56	  96.78	  96.32	  95.57	  97.42	  96.55	  96.15	  96.66	  95.49	  96.91	  96.27	  96.38	  96.80	  96.29	  97.72	  96.03	  97.35	  96.85	  96.13	  94.88	  95.69	  94.41	  95.40	  93.37	  95.41	  97.30	  95.39	  96.02	  95.98	  96.50	  95.78	  96.07	  94.07	  93.96	  95.17	  96.26	  97.01	  95.60	  96.01	  96.29	  96.93	  97.05	  96.04	  95.33	  95.45	  95.47	  95.84	  96.97	  95.95	  95.81	  95.37	  95.37	  95.28	  97.69	  97.48	  97.63	  97.36	  96.90	  94.82	  96.88	  96.26	  97.34	  97.26	  95.36	  96.69	  95.92	  95.22	  96.47	  96.15	  96.95	  96.15	  95.79	  96.48	  96.94	  96.86	  95.80	  96.21	  98.02	  95.50	  96.83	  96.51	  95.40	  96.19	  96.40	  95.69	  94.36	  95.57	  97.74	  96.35	  97.49	  96.57	  97.30	  95.19	  95.65	  97.04	  97.62	  96.93	  96.93	  96.92	  97.61	  97.66	  96.92	  98.01	  96.88	  95.56	  97.96	 100.00	  97.30	  97.46	  96.88	  95.62	  95.83	  96.51	  96.81	  93.29	  96.25	  96.69	  96.63	  96.64	  96.23	  97.73	  96.50	  96.90	  96.51	  96.53	  96.89	  97.17	  97.19	  97.24	  97.32	  96.70	  96.93	  96.40	  96.82	  96.16	  97.13	  95.90	  97.06	  96.94	  97.51	  97.22	  96.81	  97.27	  96.69	  97.37	  95.41	  96.12	  96.90	  97.05	  96.24	  96.35	  96.27	  95.78	  96.03	  96.10	  96.49	  97.09	  96.81	  97.15	  96.03	  97.20	  96.77	  96.11	  96.61	  96.62	  96.51	  96.69	  96.80	  97.68	  96.65	  96.71	  96.81	  96.72	  97.20	  97.27	  97.12	  96.86	  96.68	  96.82	  98.08	  96.64	  95.74	  96.94	  96.95	  97.02	  97.09	  96.93	  96.86	  97.79	  97.25	  96.71	  97.94	  95.87	  98.04	  96.97	  96.93	  97.41	  96.97	  97.07	  96.16	  97.66	  97.01	  97.21	  96.97	  96.73	  96.43
C26    	  96.94	  95.77	  95.32	  97.56	  94.22	  97.37	  96.50	  97.28	  96.30	  96.08	  96.48	  96.80	  96.23	  96.35	  96.12	  95.31	  97.16	  96.26	  95.81	  96.48	  95.67	  96.72	  95.89	  96.29	  96.75	  96.03	  97.33	  95.97	  97.48	  96.44	  95.95	  94.90	  95.29	  94.37	  95.57	  93.38	  95.67	  96.82	  95.23	  95.83	  95.94	  96.21	  95.57	  95.93	  94.05	  93.98	  95.04	  96.32	  96.58	  95.55	  95.75	  96.12	  96.49	  96.70	  95.94	  95.14	  95.25	  95.30	  95.60	  96.51	  95.76	  95.56	  95.08	  95.22	  95.14	  97.47	  97.21	  97.22	  97.12	  96.37	  94.25	  96.44	  95.86	  97.43	  97.30	  95.21	  96.57	  95.67	  95.13	  96.37	  96.07	  96.69	  96.03	  95.56	  96.28	  96.82	  96.84	  95.63	  96.04	  97.51	  95.33	  96.56	  96.03	  95.26	  96.08	  96.21	  95.54	  94.23	  95.44	  97.39	  96.42	  97.55	  96.41	  96.97	  95.15	  95.47	  96.61	  97.22	  96.66	  96.69	  96.71	  97.50	  97.27	  96.97	  97.62	  96.51	  94.88	  97.42	  97.30	 100.00	  97.28	  96.68	  95.57	  95.23	  96.32	  96.45	  92.75	  95.76	  96.44	  96.37	  96.55	  95.87	  97.29	  96.54	  96.88	  96.44	  96.33	  96.13	  96.89	  96.91	  96.90	  96.96	  96.31	  96.46	  95.80	  96.37	  95.88	  96.73	  95.80	  96.57	  96.57	  96.88	  97.11	  96.50	  96.81	  96.70	  96.88	  95.17	  95.94	  96.85	  96.88	  96.17	  96.27	  96.23	  95.59	  95.80	  95.93	  96.24	  96.85	  96.50	  96.99	  95.84	  96.78	  96.60	  96.23	  96.57	  96.47	  96.40	  96.53	  96.56	  97.36	  96.54	  96.68	  96.43	  96.50	  96.83	  96.84	  96.69	  96.66	  96.26	  96.51	  97.56	  96.44	  95.57	  96.78	  96.85	  96.95	  96.72	  96.70	  96.78	  97.36	  96.74	  96.47	  97.48	  95.92	  97.45	  96.62	  96.59	  97.03	  96.55	  96.91	  95.68	  97.10	  96.81	  96.83	  96.74	  96.43	  96.25
C27    	  97.15	  95.90	  95.60	  97.73	  94.51	  97.52	  96.90	  97.83	  96.77	  96.42	  97.03	  97.04	  96.61	  96.78	  96.60	  95.76	  97.52	  96.78	  96.19	  96.84	  95.79	  97.25	  96.21	  96.70	  97.09	  96.44	  97.75	  96.11	  97.50	  96.83	  96.29	  95.01	  95.84	  94.65	  95.84	  93.68	  95.68	  97.23	  95.61	  96.17	  96.11	  96.72	  95.89	  96.09	  94.42	  94.45	  95.48	  96.56	  97.18	  95.81	  96.08	  96.53	  97.08	  97.18	  96.17	  95.51	  95.68	  95.64	  95.98	  97.25	  95.89	  95.83	  95.61	  95.63	  95.57	  97.95	  97.81	  97.77	  97.81	  96.79	  94.56	  96.85	  96.36	  97.45	  97.39	  95.72	  96.82	  96.06	  95.41	  96.65	  96.31	  97.13	  96.34	  95.73	  96.78	  96.90	  96.89	  96.00	  96.50	  97.79	  95.52	  96.97	  96.31	  95.90	  96.49	  96.66	  95.98	  94.70	  95.73	  97.73	  96.76	  97.57	  96.95	  97.25	  95.55	  95.78	  97.25	  97.65	  97.01	  97.06	  97.15	  97.58	  97.63	  97.08	  97.81	  97.02	  95.34	  97.82	  97.46	  97.28	 100.00	  97.08	  95.81	  95.31	  96.60	  96.93	  93.14	  96.28	  96.90	  96.93	  96.86	  96.17	  97.86	  96.75	  97.23	  96.69	  96.68	  96.37	  97.36	  97.21	  97.38	  97.31	  96.56	  97.15	  95.88	  96.70	  96.19	  97.15	  96.26	  97.07	  96.87	  97.35	  97.24	  96.99	  97.24	  97.00	  97.24	  95.40	  95.89	  97.09	  97.22	  96.45	  96.47	  96.40	  96.00	  96.02	  96.12	  96.51	  97.33	  97.07	  97.28	  96.17	  97.29	  97.08	  96.42	  96.97	  96.90	  96.83	  96.85	  97.01	  98.00	  96.91	  97.05	  96.90	  97.01	  97.25	  97.32	  97.09	  97.06	  96.78	  97.03	  97.90	  96.95	  96.03	  97.08	  97.22	  97.14	  97.25	  96.94	  96.97	  97.86	  97.12	  97.09	  98.08	  96.34	  97.74	  97.04	  97.07	  97.57	  96.97	  97.19	  96.35	  97.53	  96.99	  97.50	  97.05	  96.49	  96.42
C272   	  97.21	  96.36	  96.67	  97.43	  95.46	  97.21	  97.17	  97.37	  97.05	  96.52	  96.74	  96.36	  96.78	  96.63	  96.88	  96.55	  97.02	  97.03	  96.80	  97.22	  96.74	  96.95	  96.43	  97.26	  97.31	  96.72	  97.56	  97.41	  97.40	  96.64	  96.64	  95.73	  95.99	  95.30	  96.81	  94.47	  96.47	  96.71	  96.64	  97.35	  97.29	  96.96	  96.71	  97.23	  95.21	  95.18	  96.46	  97.25	  97.18	  96.47	  96.98	  96.02	  97.39	  97.06	  97.24	  96.47	  96.51	  96.65	  96.16	  97.26	  96.24	  96.16	  96.46	  96.57	  96.43	  97.04	  96.97	  96.99	  97.00	  96.52	  94.95	  96.55	  96.51	  97.36	  97.21	  97.09	  97.46	  97.14	  96.31	  97.12	  97.46	  97.51	  97.53	  96.16	  97.15	  97.87	  97.76	  96.93	  97.10	  97.39	  96.24	  97.74	  96.62	  96.80	  97.02	  97.68	  97.07	  95.28	  96.89	  97.19	  97.38	  97.42	  97.14	  96.91	  96.48	  96.84	  96.44	  97.42	  97.28	  97.32	  97.42	  97.16	  96.97	  97.52	  97.31	  97.26	  95.71	  97.35	  96.88	  96.68	  97.08	 100.00	  96.95	  94.82	  96.60	  97.15	  92.53	  96.47	  97.19	  97.11	  97.09	  96.45	  97.28	  97.35	  97.80	  97.38	  97.13	  95.99	  97.18	  97.14	  96.67	  97.21	  96.37	  96.48	  95.52	  96.40	  97.38	  96.67	  96.95	  96.67	  96.98	  97.01	  97.70	  97.29	  96.94	  97.27	  96.74	  95.97	  96.51	  97.56	  97.72	  97.54	  97.64	  97.58	  97.03	  97.30	  97.27	  97.67	  97.95	  97.27	  98.02	  97.19	  97.88	  97.25	  96.65	  97.25	  97.25	  97.35	  97.00	  97.10	  97.20	  96.98	  97.11	  97.08	  97.04	  97.26	  97.34	  97.15	  97.65	  96.99	  97.15	  97.01	  97.10	  96.16	  97.54	  97.80	  97.92	  97.30	  97.68	  97.82	  97.55	  96.69	  97.14	  97.20	  97.20	  97.04	  97.45	  97.39	  96.84	  96.48	  97.63	  96.35	  97.19	  97.64	  97.11	  96.71	  97.64	  97.75
C275   	  95.77	  95.86	  96.27	  96.01	  94.72	  95.86	  96.45	  95.97	  96.10	  96.30	  95.99	  95.93	  96.27	  96.46	  96.74	  96.36	  96.02	  96.25	  96.37	  96.46	  97.00	  96.29	  96.01	  96.48	  96.46	  96.53	  96.29	  96.92	  96.18	  96.61	  95.68	  95.54	  95.19	  94.93	  96.76	  94.79	  95.63	  96.31	  96.80	  97.41	  97.39	  96.01	  96.58	  97.39	  95.44	  95.40	  96.76	  96.53	  96.57	  96.28	  96.83	  96.12	  96.45	  95.83	  96.02	  96.13	  96.18	  96.24	  95.87	  96.56	  95.85	  95.83	  96.01	  96.19	  96.06	  95.80	  95.64	  95.77	  95.65	  96.02	  94.10	  96.10	  96.06	  96.13	  96.06	  96.91	  96.38	  96.26	  96.69	  97.06	  96.99	  96.73	  96.93	  95.77	  97.20	  96.81	  96.91	  97.22	  97.08	  96.12	  96.17	  96.71	  95.96	  97.43	  96.48	  96.75	  96.30	  94.62	  96.63	  96.00	  96.61	  96.22	  96.72	  95.96	  96.90	  98.27	  95.90	  96.11	  96.55	  96.55	  96.50	  96.00	  96.02	  96.69	  96.13	  96.51	  94.72	  96.18	  95.62	  95.57	  95.81	  96.95	 100.00	  94.48	  96.02	  96.36	  91.91	  95.57	  96.33	  96.23	  96.69	  96.09	  95.93	  96.66	  96.62	  96.70	  96.57	  95.40	  96.53	  96.47	  96.19	  96.50	  96.10	  96.01	  94.91	  96.11	  96.85	  96.33	  96.38	  96.33	  96.48	  96.34	  96.51	  96.64	  96.36	  96.64	  96.29	  96.20	  96.37	  96.54	  96.62	  96.99	  97.10	  97.07	  96.60	  96.78	  97.04	  97.07	  96.60	  96.52	  96.71	  96.64	  96.71	  96.56	  96.25	  96.55	  96.78	  96.60	  96.73	  96.86	  95.80	  96.76	  96.84	  96.90	  96.85	  96.21	  96.11	  96.07	  96.42	  96.29	  96.50	  95.95	  96.27	  95.25	  96.50	  96.89	  96.87	  96.20	  96.45	  96.48	  96.26	  96.52	  96.36	  95.99	  97.47	  95.99	  96.61	  96.47	  96.22	  96.16	  96.67	  96.07	  96.22	  96.63	  96.21	  96.48	  96.55	  97.23
C28    	  95.13	  94.94	  93.95	  95.62	  92.63	  95.47	  94.91	  95.64	  94.78	  95.02	  95.25	  95.80	  94.91	  95.25	  94.93	  94.26	  95.61	  94.68	  95.27	  94.94	  94.16	  95.36	  94.89	  94.27	  94.67	  94.93	  95.51	  94.19	  95.46	  95.16	  94.37	  93.65	  94.02	  93.09	  93.92	  92.46	  93.80	  95.80	  94.04	  94.55	  94.74	  94.63	  94.39	  94.58	  93.15	  93.03	  93.78	  94.64	  95.53	  94.37	  94.54	  95.09	  94.96	  94.96	  94.06	  93.89	  93.86	  94.05	  94.95	  95.58	  94.99	  94.99	  93.85	  94.09	  93.97	  95.59	  95.37	  95.47	  95.35	  95.25	  93.26	  95.27	  95.04	  95.44	  95.29	  93.87	  94.82	  93.94	  93.83	  94.93	  94.78	  95.09	  94.62	  94.90	  94.99	  94.88	  94.88	  94.38	  94.70	  95.88	  94.50	  94.60	  94.82	  94.16	  94.83	  94.51	  94.01	  93.29	  94.13	  95.48	  94.67	  95.44	  94.75	  95.51	  93.88	  94.36	  95.47	  95.68	  95.07	  95.02	  95.12	  95.78	  95.38	  94.80	  95.76	  94.99	  94.01	  95.63	  95.83	  95.23	  95.31	  94.82	  94.48	 100.00	  95.35	  94.91	  92.08	  94.69	  94.84	  94.81	  94.93	  95.24	  95.37	  94.58	  94.84	  94.71	  94.85	  95.33	  95.42	  95.41	  95.75	  95.52	  94.97	  95.35	  94.84	  95.09	  94.14	  95.69	  94.39	  95.86	  95.67	  96.14	  95.14	  94.95	  96.03	  94.89	  95.78	  93.75	  95.33	  94.88	  95.12	  94.88	  94.82	  94.79	  94.42	  94.71	  94.74	  94.80	  94.93	  95.02	  94.93	  94.31	  95.00	  95.01	  94.56	  95.03	  94.95	  94.83	  94.99	  95.26	  95.54	  95.17	  95.21	  95.13	  95.14	  95.09	  95.14	  95.02	  94.63	  94.83	  94.94	  95.97	  94.81	  93.71	  94.67	  94.76	  94.70	  94.93	  94.84	  94.91	  95.50	  95.73	  95.04	  95.52	  94.53	  95.57	  95.04	  95.03	  95.62	  96.32	  95.00	  95.09	  95.55	  94.85	  95.52	  95.28	  94.52	  94.91
C29    	  96.42	  96.34	  95.67	  96.79	  94.58	  96.53	  96.27	  97.08	  95.97	  96.05	  96.31	  96.96	  96.72	  96.51	  96.34	  95.85	  96.69	  96.24	  96.85	  96.18	  95.62	  96.43	  96.02	  96.07	  96.17	  96.05	  96.68	  95.99	  96.76	  96.61	  95.67	  95.45	  95.25	  94.90	  95.59	  94.08	  95.63	  96.80	  95.75	  96.23	  96.20	  96.01	  96.16	  96.28	  94.78	  94.65	  95.61	  96.48	  98.18	  96.09	  96.34	  96.24	  96.25	  96.33	  95.97	  95.62	  95.59	  95.69	  96.31	  98.05	  96.40	  96.38	  95.53	  95.74	  95.66	  96.81	  96.66	  96.93	  96.70	  96.46	  93.92	  96.38	  96.03	  96.69	  96.56	  95.54	  96.26	  95.55	  95.66	  96.38	  96.33	  96.51	  96.35	  96.35	  96.34	  96.24	  96.30	  96.02	  96.20	  96.93	  95.98	  96.27	  95.76	  95.63	  96.43	  96.58	  95.84	  94.72	  95.81	  96.61	  96.62	  96.64	  96.35	  96.68	  95.81	  95.95	  96.51	  97.05	  96.42	  96.56	  96.42	  96.94	  96.58	  96.25	  96.78	  96.28	  94.73	  96.82	  96.51	  96.32	  96.60	  96.60	  96.02	  95.35	 100.00	  96.28	  92.52	  95.49	  96.25	  96.16	  96.37	  96.64	  96.63	  96.64	  96.70	  96.60	  96.30	  95.90	  96.71	  96.73	  97.07	  96.75	  96.24	  96.47	  95.50	  96.21	  95.98	  96.89	  96.20	  96.67	  96.96	  96.98	  96.56	  96.31	  96.98	  96.51	  96.77	  94.68	  96.49	  96.50	  96.65	  96.48	  96.59	  96.62	  96.14	  96.32	  96.42	  96.64	  96.60	  96.41	  96.60	  96.01	  96.45	  96.66	  96.31	  96.65	  96.58	  96.52	  96.71	  96.84	  96.68	  96.78	  96.95	  96.81	  96.71	  96.70	  96.67	  96.62	  96.34	  96.03	  96.34	  96.93	  96.19	  95.11	  96.34	  96.63	  96.68	  96.51	  96.30	  96.22	  96.78	  96.73	  96.20	  96.81	  96.15	  96.67	  96.45	  96.33	  96.90	  97.10	  96.61	  96.43	  96.60	  96.61	  97.13	  96.58	  96.27	  96.60
C3     	  96.97	  96.03	  96.01	  97.12	  95.07	  97.03	  98.50	  97.02	  98.34	  97.60	  96.92	  96.55	  96.32	  96.84	  98.09	  97.19	  97.04	  98.25	  96.63	  98.32	  96.53	  97.21	  97.07	  96.67	  96.86	  97.99	  97.58	  97.20	  97.00	  96.80	  97.73	  95.42	  97.34	  95.01	  96.26	  94.23	  95.83	  96.57	  96.00	  96.59	  96.57	  98.37	  97.27	  96.73	  95.04	  95.01	  95.86	  96.66	  96.89	  95.99	  97.56	  96.30	  98.61	  96.63	  96.56	  95.88	  96.09	  96.02	  96.15	  96.73	  96.12	  95.89	  95.88	  96.02	  95.85	  96.98	  96.76	  96.85	  96.87	  96.56	  96.07	  96.55	  97.06	  96.77	  96.76	  96.35	  96.93	  96.40	  95.73	  96.82	  96.50	  98.74	  96.57	  95.93	  96.85	  97.25	  97.31	  96.98	  96.65	  97.23	  96.43	  97.41	  97.83	  96.30	  96.51	  97.75	  97.14	  94.99	  96.88	  97.00	  96.81	  96.99	  96.76	  97.02	  95.94	  96.41	  96.60	  97.10	  98.55	  98.63	  98.59	  96.87	  96.95	  96.97	  97.07	  98.64	  96.62	  97.19	  96.81	  96.45	  96.93	  97.15	  96.36	  94.91	  96.28	 100.00	  92.70	  97.59	  98.53	  98.35	  96.87	  96.37	  96.99	  96.80	  97.02	  96.73	  96.81	  96.03	  97.36	  97.27	  96.73	  97.31	  96.32	  96.46	  95.55	  96.35	  97.26	  96.83	  96.54	  96.71	  96.60	  96.93	  96.97	  98.50	  96.89	  96.96	  96.81	  95.63	  96.00	  97.04	  97.24	  96.69	  96.79	  96.65	  96.19	  96.30	  96.45	  96.81	  97.25	  98.75	  97.38	  96.98	  97.49	  97.00	  96.45	  96.99	  96.95	  97.01	  96.96	  96.93	  97.02	  97.05	  97.05	  97.06	  96.98	  96.83	  96.78	  96.56	  97.15	  98.40	  98.44	  97.01	  98.50	  96.00	  97.13	  97.27	  97.02	  96.76	  97.40	  97.38	  97.64	  97.07	  98.46	  97.22	  96.73	  96.93	  98.45	  98.51	  96.96	  96.62	  97.39	  96.34	  97.25	  97.49	  96.93	  96.77	  96.98	  96.74
C30    	  92.65	  91.98	  91.37	  93.33	  90.49	  93.06	  92.77	  93.11	  92.62	  92.43	  92.71	  92.86	  92.34	  92.76	  92.50	  91.78	  92.69	  92.47	  92.26	  92.56	  91.58	  92.83	  92.36	  92.08	  92.56	  92.43	  93.20	  92.08	  92.94	  92.77	  92.22	  90.89	  91.92	  90.45	  91.77	  89.96	  91.32	  92.93	  91.90	  92.27	  92.15	  92.51	  91.99	  92.24	  90.53	  90.39	  91.25	  92.14	  92.97	  91.48	  92.13	  92.51	  92.79	  92.63	  91.78	  91.32	  91.30	  91.48	  91.90	  92.77	  92.09	  91.97	  91.36	  91.37	  91.34	  93.21	  93.15	  93.20	  93.20	  92.52	  91.51	  92.45	  92.38	  92.88	  92.67	  91.63	  92.29	  91.55	  91.17	  92.34	  91.95	  92.99	  91.96	  91.90	  92.40	  92.47	  92.50	  92.15	  92.11	  93.27	  91.65	  92.48	  92.68	  91.87	  92.08	  92.45	  91.84	  90.51	  91.94	  92.98	  92.16	  92.97	  92.56	  92.69	  91.33	  91.77	  93.15	  92.95	  92.79	  92.93	  92.87	  93.01	  92.98	  92.72	  93.20	  92.82	  92.02	  93.12	  93.29	  92.75	  93.14	  92.53	  91.91	  92.08	  92.52	  92.70	 100.00	  92.52	  92.61	  92.74	  92.44	  92.39	  93.39	  92.33	  92.61	  92.31	  92.40	  92.72	  93.04	  93.02	  93.45	  93.15	  92.53	  93.07	  92.48	  92.66	  92.00	  93.00	  92.05	  92.96	  92.83	  93.25	  92.74	  92.74	  93.10	  92.68	  92.98	  91.61	  91.84	  92.51	  92.54	  92.23	  92.39	  92.31	  91.77	  91.85	  91.94	  92.44	  92.81	  92.85	  92.76	  92.23	  92.69	  92.55	  92.18	  92.50	  92.43	  92.44	  92.50	  92.58	  93.50	  92.48	  92.58	  92.59	  92.61	  92.77	  92.74	  92.59	  92.57	  92.64	  92.83	  93.11	  92.61	  91.57	  92.49	  92.68	  92.70	  92.66	  92.38	  92.41	  93.17	  92.99	  92.75	  93.59	  91.97	  93.15	  92.81	  92.78	  93.41	  92.68	  92.51	  92.15	  92.98	  92.51	  92.95	  92.87	  92.08	  92.24
