	ARAF001	ARAF002	ARAF003	ARAF004	ARAF005	ARAF006	     C1	    C10	   C100	   C103	   C104	   C105	   C106	   C107	   C108	   C109	    C11	   C110	   C111	   C112	   C113	   C114	   C115	   C117	   C118	   C119	    C12	   C120	   C121	   C122	   C123	   C124	   C125	   C126	   C127	   C128	   C129	    C13	   C130	   C131	   C132	   C133	   C134	   C135	   C136	   C137	   C138	   C139	    C14	   C140	   C141	   C142	   C143	   C144	   C145	   C146	   C147	   C148	   C149	    C15	   C150	   C151	   C152	   C153	   C154	   C155	   C156	   C157	   C158	   C159	    C16	   C160	   C161	   C162	   C163	   C164	   C165	   C166	   C167	   C168	   C169	    C17	   C170	   C171	   C172	   C173	   C174	   C175	   C176	   C177	   C178	   C179	    C18	   C180	   C181	   C182	   C183	   C184	   C185	   C186	   C187	   C188	   C189	    C19	   C190	   C191	   C199	     C2	    C20	    C21	    C22	   C220	   C221	   C222	   C223	    C23	    C24	   C246	    C25	    C26	    C27	   C272	   C275	    C28	    C29	     C3	    C30	    C31	    C32	    C33	    C34	   C341	   C342	   C343	   C344	   C345	   C346	    C35	   C354	   C355	   C356	   C357	   C358	   C359	    C36	   C360	   C361	   C362	   C363	   C364	   C365	   C366	   C367	   C368	   C369	    C37	    C38	    C39	     C4	    C40	    C41	    C42	    C43	    C44	    C45	    C46	    C47	    C48	    C49	     C5	    C50	    C51	    C52	    C53	    C54	    C55	    C56	    C57	    C58	    C59	     C6	    C60	    C61	    C62	    C63	    C64	    C65	    C66	    C67	    C68	    C69	     C7	    C70	    C71	    C72	    C73	    C74	    C75	    C76	    C77	    C78	    C79	     C8	    C80	    C81	    C82	    C83	    C84	    C85	    C86	    C87	    C88	    C89	    C91	    C92	    C93	    C95	    C96
C223   	   0.43	   0.54	   0.62	   0.37	   0.61	   0.36	   0.59	   0.44	   0.57	   0.55	   0.47	   0.39	   0.45	   0.47	   0.53	   0.60	   0.37	   0.55	   0.52	   0.60	   0.68	   0.51	   0.53	   0.68	   0.65	   0.57	   0.48	   0.64	   0.47	   0.51	   0.57	   0.62	   0.61	   0.65	   0.65	   0.65	   0.66	   0.34	   0.63	   0.63	   0.66	   0.57	   0.61	   0.64	   0.67	   0.68	   0.65	   0.58	   0.40	   0.62	   0.63	   0.37	   0.54	   0.39	   0.66	   0.62	   0.64	   0.62	   0.48	   0.47	   0.47	   0.45	   0.63	   0.59	   0.66	   0.41	   0.39	   0.40	   0.37	   0.42	   0.57	   0.43	   0.57	   0.48	   0.48	   0.64	   0.64	   0.65	   0.70	   0.61	   0.64	   0.58	   0.69	   0.51	   0.62	   0.61	   0.59	   0.66	   0.66	   0.37	   0.64	   0.63	   0.58	   0.68	   0.68	   0.63	   0.62	   0.66	   0.70	   0.46	   0.65	   0.50	   0.63	   0.42	   0.66	   0.66	   0.42	   0.45	   0.54	   0.58	   0.60	   0.31	   0.36	   0.60	   0.00	   0.56	   0.58	   0.36	   0.34	   0.39	   0.39	   0.61	   0.60	   0.40	   0.39	   0.56	   0.46	   0.59	   0.58	   0.59	   0.65	   0.49	   0.40	   0.65	   0.61	   0.70	   0.65	   0.40	   0.52	   0.53	   0.37	   0.49	   0.40	   0.39	   0.38	   0.40	   0.68	   0.41	   0.60	   0.36	   0.35	   0.35	   0.61	   0.57	   0.36	   0.65	   0.36	   0.61	   0.58	   0.63	   0.60	   0.63	   0.63	   0.62	   0.61	   0.58	   0.61	   0.62	   0.62	   0.57	   0.61	   0.60	   0.61	   0.57	   0.59	   0.56	   0.68	   0.63	   0.49	   0.52	   0.44	   0.52	   0.50	   0.50	   0.55	   0.45	   0.39	   0.38	   0.67	   0.58	   0.58	   0.33	   0.58	   0.64	   0.62	   0.61	   0.63	   0.40	   0.65	   0.66	   0.46	   0.40	   0.63	   0.36	   0.67	   0.29	   0.58	   0.54	   0.37	   0.36	   0.58	   0.42	   0.46	   0.55	   0.41	   0.39	   0.60	   0.60
C23    	   0.51	   0.52	   0.47	   0.52	   0.48	   0.53	   0.24	   0.60	   0.25	   0.37	   0.39	   0.50	   0.54	   0.51	   0.23	   0.35	   0.56	   0.23	   0.51	   0.27	   0.55	   0.45	   0.48	   0.59	   0.56	   0.21	   0.44	   0.51	   0.56	   0.49	   0.27	   0.51	   0.28	   0.49	   0.53	   0.51	   0.54	   0.51	   0.52	   0.52	   0.58	   0.28	   0.38	   0.55	   0.52	   0.52	   0.54	   0.50	   0.55	   0.51	   0.34	   0.58	   0.25	   0.51	   0.49	   0.46	   0.47	   0.48	   0.56	   0.58	   0.52	   0.52	   0.47	   0.47	   0.51	   0.57	   0.55	   0.55	   0.55	   0.53	   0.24	   0.52	   0.50	   0.53	   0.57	   0.56	   0.57	   0.52	   0.56	   0.54	   0.53	   0.25	   0.57	   0.52	   0.55	   0.55	   0.51	   0.49	   0.58	   0.56	   0.48	   0.53	   0.22	   0.58	   0.61	   0.38	   0.44	   0.51	   0.58	   0.61	   0.55	   0.58	   0.55	   0.57	   0.58	   0.54	   0.56	   0.54	   0.22	   0.20	   0.24	   0.52	   0.57	   0.54	   0.56	   0.00	   0.25	   0.54	   0.53	   0.56	   0.55	   0.57	   0.53	   0.57	   0.51	   0.26	   0.56	   0.23	   0.23	   0.25	   0.60	   0.53	   0.59	   0.49	   0.59	   0.53	   0.56	   0.54	   0.44	   0.43	   0.53	   0.41	   0.54	   0.54	   0.57	   0.55	   0.62	   0.57	   0.52	   0.52	   0.58	   0.54	   0.56	   0.25	   0.53	   0.55	   0.55	   0.55	   0.55	   0.55	   0.59	   0.58	   0.50	   0.52	   0.57	   0.54	   0.54	   0.52	   0.53	   0.27	   0.49	   0.49	   0.49	   0.57	   0.52	   0.51	   0.58	   0.54	   0.52	   0.55	   0.58	   0.54	   0.55	   0.51	   0.55	   0.55	   0.55	   0.58	   0.50	   0.24	   0.21	   0.57	   0.24	   0.54	   0.54	   0.51	   0.51	   0.57	   0.55	   0.54	   0.43	   0.52	   0.32	   0.52	   0.55	   0.55	   0.23	   0.22	   0.54	   0.57	   0.51	   0.56	   0.55	   0.49	   0.53	   0.54	   0.50	   0.50
C24    	   0.53	   0.57	   0.51	   0.53	   0.49	   0.60	   0.28	   0.57	   0.23	   0.40	   0.44	   0.58	   0.56	   0.51	   0.27	   0.34	   0.54	   0.26	   0.50	   0.29	   0.57	   0.48	   0.49	   0.57	   0.55	   0.30	   0.43	   0.53	   0.58	   0.55	   0.26	   0.50	   0.30	   0.54	   0.52	   0.52	   0.57	   0.58	   0.51	   0.54	   0.56	   0.28	   0.35	   0.54	   0.53	   0.58	   0.54	   0.50	   0.54	   0.52	   0.38	   0.62	   0.23	   0.53	   0.51	   0.50	   0.51	   0.51	   0.54	   0.56	   0.52	   0.55	   0.48	   0.48	   0.52	   0.56	   0.56	   0.57	   0.56	   0.56	   0.27	   0.54	   0.48	   0.56	   0.60	   0.55	   0.54	   0.55	   0.57	   0.57	   0.50	   0.24	   0.57	   0.55	   0.55	   0.53	   0.51	   0.54	   0.59	   0.52	   0.51	   0.54	   0.27	   0.57	   0.57	   0.43	   0.48	   0.54	   0.58	   0.62	   0.54	   0.57	   0.56	   0.60	   0.55	   0.59	   0.57	   0.58	   0.26	   0.26	   0.25	   0.58	   0.55	   0.55	   0.58	   0.25	   0.00	   0.50	   0.54	   0.56	   0.54	   0.55	   0.54	   0.55	   0.55	   0.27	   0.61	   0.22	   0.29	   0.27	   0.62	   0.52	   0.57	   0.54	   0.58	   0.55	   0.55	   0.55	   0.44	   0.46	   0.58	   0.44	   0.54	   0.57	   0.60	   0.53	   0.60	   0.54	   0.50	   0.54	   0.57	   0.56	   0.56	   0.25	   0.54	   0.57	   0.54	   0.55	   0.52	   0.56	   0.54	   0.55	   0.55	   0.54	   0.55	   0.50	   0.56	   0.50	   0.54	   0.23	   0.54	   0.50	   0.47	   0.57	   0.51	   0.56	   0.57	   0.55	   0.53	   0.56	   0.58	   0.57	   0.56	   0.57	   0.59	   0.55	   0.56	   0.57	   0.53	   0.25	   0.25	   0.55	   0.23	   0.53	   0.57	   0.55	   0.56	   0.56	   0.55	   0.55	   0.41	   0.54	   0.30	   0.55	   0.53	   0.56	   0.27	   0.26	   0.53	   0.54	   0.52	   0.56	   0.57	   0.53	   0.56	   0.56	   0.55	   0.53
C246   	   0.41	   0.50	   0.57	   0.38	   0.63	   0.34	   0.60	   0.41	   0.52	   0.49	   0.46	   0.35	   0.46	   0.41	   0.55	   0.58	   0.31	   0.53	   0.55	   0.54	   0.64	   0.47	   0.50	   0.60	   0.64	   0.58	   0.46	   0.61	   0.46	   0.44	   0.54	   0.57	   0.58	   0.59	   0.60	   0.62	   0.60	   0.34	   0.57	   0.57	   0.61	   0.52	   0.60	   0.57	   0.60	   0.62	   0.61	   0.58	   0.40	   0.58	   0.56	   0.39	   0.51	   0.42	   0.61	   0.60	   0.60	   0.61	   0.41	   0.42	   0.43	   0.44	   0.57	   0.55	   0.60	   0.38	   0.37	   0.39	   0.38	   0.43	   0.54	   0.37	   0.52	   0.48	   0.47	   0.59	   0.62	   0.58	   0.65	   0.57	   0.57	   0.53	   0.59	   0.41	   0.61	   0.61	   0.58	   0.64	   0.66	   0.33	   0.62	   0.54	   0.57	   0.63	   0.66	   0.59	   0.60	   0.62	   0.67	   0.40	   0.61	   0.41	   0.58	   0.35	   0.58	   0.61	   0.39	   0.36	   0.56	   0.53	   0.57	   0.38	   0.21	   0.58	   0.36	   0.54	   0.50	   0.00	   0.32	   0.40	   0.39	   0.63	   0.58	   0.36	   0.39	   0.53	   0.39	   0.54	   0.56	   0.55	   0.59	   0.46	   0.43	   0.58	   0.61	   0.59	   0.61	   0.29	   0.45	   0.47	   0.37	   0.46	   0.35	   0.36	   0.36	   0.37	   0.62	   0.35	   0.58	   0.33	   0.37	   0.33	   0.55	   0.51	   0.34	   0.61	   0.34	   0.55	   0.50	   0.59	   0.60	   0.58	   0.54	   0.58	   0.55	   0.57	   0.57	   0.55	   0.61	   0.53	   0.59	   0.58	   0.53	   0.56	   0.59	   0.54	   0.66	   0.59	   0.46	   0.48	   0.40	   0.46	   0.47	   0.48	   0.51	   0.37	   0.38	   0.39	   0.61	   0.54	   0.54	   0.37	   0.51	   0.63	   0.62	   0.60	   0.60	   0.40	   0.64	   0.62	   0.45	   0.35	   0.59	   0.35	   0.60	   0.37	   0.54	   0.55	   0.32	   0.31	   0.54	   0.40	   0.38	   0.52	   0.42	   0.39	   0.58	   0.56
C25    	   0.38	   0.51	   0.60	   0.32	   0.58	   0.35	   0.58	   0.37	   0.54	   0.49	   0.41	   0.27	   0.40	   0.43	   0.53	   0.61	   0.34	   0.51	   0.51	   0.58	   0.64	   0.43	   0.48	   0.62	   0.58	   0.55	   0.45	   0.64	   0.44	   0.42	   0.55	   0.59	   0.59	   0.62	   0.57	   0.62	   0.63	   0.31	   0.56	   0.63	   0.60	   0.52	   0.57	   0.63	   0.61	   0.65	   0.62	   0.56	   0.37	   0.59	   0.59	   0.38	   0.56	   0.37	   0.62	   0.58	   0.59	   0.57	   0.45	   0.42	   0.41	   0.43	   0.55	   0.57	   0.63	   0.35	   0.33	   0.36	   0.32	   0.40	   0.57	   0.42	   0.52	   0.48	   0.46	   0.60	   0.61	   0.56	   0.68	   0.54	   0.62	   0.53	   0.64	   0.45	   0.56	   0.59	   0.55	   0.68	   0.63	   0.31	   0.60	   0.59	   0.54	   0.62	   0.68	   0.63	   0.63	   0.65	   0.68	   0.43	   0.59	   0.48	   0.58	   0.36	   0.64	   0.58	   0.39	   0.38	   0.51	   0.54	   0.55	   0.35	   0.36	   0.61	   0.34	   0.53	   0.54	   0.32	   0.00	   0.38	   0.34	   0.61	   0.57	   0.30	   0.38	   0.49	   0.40	   0.57	   0.56	   0.58	   0.60	   0.46	   0.42	   0.58	   0.56	   0.59	   0.59	   0.35	   0.46	   0.46	   0.39	   0.41	   0.37	   0.37	   0.35	   0.36	   0.67	   0.38	   0.58	   0.29	   0.31	   0.26	   0.57	   0.54	   0.31	   0.61	   0.33	   0.58	   0.50	   0.60	   0.60	   0.63	   0.58	   0.58	   0.58	   0.58	   0.59	   0.58	   0.63	   0.54	   0.61	   0.58	   0.58	   0.54	   0.53	   0.55	   0.69	   0.62	   0.50	   0.49	   0.39	   0.49	   0.47	   0.46	   0.53	   0.39	   0.41	   0.37	   0.60	   0.53	   0.55	   0.28	   0.53	   0.62	   0.57	   0.58	   0.59	   0.42	   0.61	   0.62	   0.43	   0.38	   0.61	   0.34	   0.62	   0.24	   0.52	   0.51	   0.36	   0.29	   0.53	   0.40	   0.41	   0.52	   0.37	   0.38	   0.55	   0.60
C26    	   0.45	   0.54	   0.57	   0.42	   0.54	   0.41	   0.60	   0.48	   0.54	   0.54	   0.51	   0.38	   0.49	   0.48	   0.54	   0.58	   0.41	   0.56	   0.52	   0.60	   0.64	   0.50	   0.56	   0.61	   0.53	   0.58	   0.50	   0.61	   0.38	   0.50	   0.60	   0.61	   0.60	   0.61	   0.60	   0.58	   0.57	   0.45	   0.56	   0.59	   0.65	   0.57	   0.56	   0.60	   0.56	   0.64	   0.60	   0.55	   0.43	   0.56	   0.56	   0.46	   0.55	   0.44	   0.60	   0.53	   0.58	   0.61	   0.49	   0.49	   0.48	   0.45	   0.58	   0.57	   0.62	   0.47	   0.39	   0.43	   0.41	   0.47	   0.57	   0.49	   0.58	   0.39	   0.38	   0.61	   0.59	   0.58	   0.66	   0.55	   0.60	   0.58	   0.66	   0.50	   0.56	   0.54	   0.57	   0.67	   0.60	   0.40	   0.62	   0.58	   0.55	   0.63	   0.61	   0.60	   0.59	   0.66	   0.69	   0.50	   0.59	   0.38	   0.57	   0.42	   0.64	   0.60	   0.44	   0.44	   0.55	   0.56	   0.54	   0.41	   0.42	   0.57	   0.39	   0.56	   0.56	   0.40	   0.38	   0.00	   0.44	   0.60	   0.59	   0.43	   0.43	   0.56	   0.50	   0.56	   0.56	   0.57	   0.59	   0.46	   0.50	   0.55	   0.58	   0.57	   0.58	   0.39	   0.50	   0.48	   0.41	   0.47	   0.42	   0.44	   0.43	   0.42	   0.67	   0.47	   0.58	   0.38	   0.36	   0.38	   0.58	   0.55	   0.38	   0.58	   0.40	   0.57	   0.54	   0.56	   0.61	   0.57	   0.57	   0.56	   0.59	   0.56	   0.57	   0.58	   0.62	   0.56	   0.63	   0.59	   0.59	   0.55	   0.53	   0.51	   0.62	   0.57	   0.48	   0.49	   0.48	   0.52	   0.50	   0.49	   0.56	   0.49	   0.46	   0.45	   0.60	   0.56	   0.55	   0.38	   0.57	   0.62	   0.56	   0.57	   0.62	   0.47	   0.63	   0.62	   0.47	   0.43	   0.61	   0.42	   0.62	   0.38	   0.53	   0.55	   0.39	   0.38	   0.54	   0.45	   0.45	   0.50	   0.42	   0.48	   0.58	   0.60
C27    	   0.42	   0.53	   0.61	   0.38	   0.58	   0.43	   0.55	   0.41	   0.53	   0.51	   0.43	   0.39	   0.46	   0.43	   0.54	   0.59	   0.37	   0.54	   0.53	   0.58	   0.63	   0.44	   0.52	   0.62	   0.60	   0.55	   0.45	   0.66	   0.48	   0.43	   0.54	   0.59	   0.57	   0.60	   0.58	   0.60	   0.64	   0.41	   0.60	   0.63	   0.57	   0.58	   0.57	   0.59	   0.60	   0.61	   0.59	   0.60	   0.41	   0.62	   0.62	   0.43	   0.54	   0.43	   0.62	   0.58	   0.62	   0.58	   0.49	   0.44	   0.46	   0.49	   0.58	   0.56	   0.61	   0.27	   0.31	   0.33	   0.32	   0.44	   0.57	   0.41	   0.54	   0.51	   0.48	   0.60	   0.60	   0.59	   0.64	   0.59	   0.59	   0.51	   0.62	   0.49	   0.58	   0.60	   0.56	   0.66	   0.61	   0.33	   0.60	   0.61	   0.54	   0.62	   0.66	   0.63	   0.61	   0.59	   0.66	   0.43	   0.61	   0.49	   0.58	   0.41	   0.64	   0.57	   0.37	   0.41	   0.54	   0.56	   0.54	   0.39	   0.40	   0.60	   0.39	   0.55	   0.54	   0.39	   0.34	   0.44	   0.00	   0.62	   0.58	   0.37	   0.39	   0.53	   0.43	   0.56	   0.56	   0.56	   0.57	   0.48	   0.38	   0.62	   0.55	   0.61	   0.62	   0.35	   0.44	   0.48	   0.39	   0.46	   0.38	   0.35	   0.41	   0.41	   0.69	   0.38	   0.56	   0.35	   0.40	   0.35	   0.57	   0.54	   0.37	   0.62	   0.37	   0.56	   0.51	   0.64	   0.59	   0.63	   0.61	   0.60	   0.57	   0.63	   0.61	   0.59	   0.58	   0.51	   0.60	   0.59	   0.59	   0.54	   0.55	   0.54	   0.64	   0.61	   0.43	   0.48	   0.36	   0.50	   0.49	   0.47	   0.49	   0.40	   0.42	   0.39	   0.59	   0.53	   0.54	   0.39	   0.52	   0.58	   0.62	   0.58	   0.59	   0.42	   0.58	   0.62	   0.43	   0.41	   0.56	   0.34	   0.60	   0.35	   0.54	   0.55	   0.37	   0.36	   0.51	   0.38	   0.38	   0.55	   0.43	   0.40	   0.61	   0.60
C272   	   0.63	   0.61	   0.39	   0.63	   0.46	   0.60	   0.56	   0.63	   0.54	   0.56	   0.57	   0.61	   0.53	   0.57	   0.54	   0.47	   0.61	   0.57	   0.52	   0.51	   0.47	   0.56	   0.55	   0.55	   0.53	   0.53	   0.57	   0.43	   0.54	   0.57	   0.58	   0.46	   0.60	   0.49	   0.46	   0.49	   0.47	   0.59	   0.38	   0.39	   0.40	   0.54	   0.51	   0.37	   0.51	   0.50	   0.38	   0.46	   0.57	   0.45	   0.49	   0.64	   0.55	   0.60	   0.49	   0.43	   0.40	   0.42	   0.57	   0.60	   0.60	   0.56	   0.40	   0.44	   0.45	   0.58	   0.56	   0.59	   0.57	   0.60	   0.52	   0.59	   0.50	   0.57	   0.58	   0.35	   0.44	   0.43	   0.40	   0.48	   0.39	   0.57	   0.46	   0.58	   0.46	   0.39	   0.41	   0.52	   0.51	   0.60	   0.52	   0.45	   0.56	   0.45	   0.44	   0.51	   0.51	   0.49	   0.54	   0.69	   0.46	   0.57	   0.48	   0.61	   0.35	   0.43	   0.65	   0.56	   0.55	   0.54	   0.52	   0.59	   0.58	   0.45	   0.61	   0.57	   0.55	   0.63	   0.61	   0.60	   0.62	   0.00	   0.44	   0.61	   0.58	   0.53	   0.65	   0.54	   0.56	   0.57	   0.55	   0.58	   0.60	   0.48	   0.45	   0.47	   0.44	   0.60	   0.56	   0.59	   0.62	   0.57	   0.63	   0.61	   0.61	   0.59	   0.49	   0.63	   0.44	   0.57	   0.57	   0.61	   0.46	   0.59	   0.59	   0.43	   0.56	   0.42	   0.44	   0.47	   0.42	   0.37	   0.43	   0.42	   0.45	   0.38	   0.39	   0.40	   0.48	   0.57	   0.47	   0.40	   0.41	   0.52	   0.46	   0.53	   0.49	   0.47	   0.48	   0.49	   0.62	   0.49	   0.50	   0.48	   0.47	   0.60	   0.59	   0.60	   0.46	   0.55	   0.58	   0.56	   0.54	   0.51	   0.45	   0.47	   0.46	   0.54	   0.49	   0.52	   0.54	   0.59	   0.60	   0.57	   0.42	   0.62	   0.55	   0.52	   0.63	   0.58	   0.53	   0.59	   0.60	   0.51	   0.54	   0.55	   0.45	   0.36
C275   	   0.60	   0.60	   0.45	   0.55	   0.43	   0.61	   0.59	   0.61	   0.52	   0.57	   0.55	   0.58	   0.53	   0.54	   0.52	   0.57	   0.62	   0.54	   0.48	   0.57	   0.50	   0.54	   0.50	   0.49	   0.48	   0.55	   0.52	   0.47	   0.54	   0.53	   0.56	   0.49	   0.58	   0.48	   0.41	   0.50	   0.51	   0.61	   0.35	   0.37	   0.40	   0.58	   0.51	   0.39	   0.48	   0.52	   0.38	   0.42	   0.56	   0.46	   0.54	   0.57	   0.56	   0.58	   0.46	   0.46	   0.48	   0.45	   0.56	   0.58	   0.57	   0.54	   0.46	   0.48	   0.49	   0.65	   0.61	   0.60	   0.60	   0.56	   0.58	   0.59	   0.58	   0.59	   0.59	   0.43	   0.44	   0.43	   0.43	   0.44	   0.44	   0.55	   0.46	   0.56	   0.49	   0.41	   0.36	   0.50	   0.53	   0.57	   0.50	   0.44	   0.53	   0.45	   0.49	   0.47	   0.50	   0.54	   0.49	   0.70	   0.47	   0.59	   0.45	   0.63	   0.37	   0.24	   0.65	   0.58	   0.51	   0.55	   0.55	   0.56	   0.61	   0.45	   0.60	   0.53	   0.54	   0.58	   0.57	   0.59	   0.58	   0.44	   0.00	   0.63	   0.53	   0.57	   0.65	   0.55	   0.57	   0.56	   0.59	   0.61	   0.64	   0.44	   0.46	   0.51	   0.50	   0.56	   0.57	   0.59	   0.61	   0.51	   0.58	   0.60	   0.60	   0.57	   0.52	   0.61	   0.44	   0.61	   0.55	   0.61	   0.51	   0.54	   0.62	   0.48	   0.57	   0.34	   0.42	   0.44	   0.43	   0.45	   0.39	   0.42	   0.40	   0.42	   0.38	   0.37	   0.48	   0.55	   0.45	   0.41	   0.44	   0.56	   0.45	   0.52	   0.52	   0.49	   0.49	   0.48	   0.63	   0.52	   0.48	   0.48	   0.52	   0.58	   0.58	   0.59	   0.47	   0.56	   0.55	   0.64	   0.56	   0.52	   0.48	   0.40	   0.45	   0.59	   0.51	   0.52	   0.51	   0.59	   0.57	   0.55	   0.43	   0.61	   0.56	   0.52	   0.58	   0.61	   0.52	   0.59	   0.57	   0.50	   0.58	   0.55	   0.43	   0.37
C28    	   0.46	   0.52	   0.59	   0.39	   0.60	   0.41	   0.58	   0.39	   0.56	   0.53	   0.47	   0.31	   0.47	   0.48	   0.57	   0.60	   0.35	   0.59	   0.57	   0.55	   0.66	   0.44	   0.53	   0.63	   0.61	   0.59	   0.48	   0.65	   0.50	   0.49	   0.58	   0.63	   0.61	   0.66	   0.64	   0.64	   0.62	   0.39	   0.59	   0.64	   0.61	   0.54	   0.59	   0.61	   0.62	   0.60	   0.64	   0.64	   0.42	   0.60	   0.60	   0.43	   0.58	   0.41	   0.65	   0.60	   0.63	   0.59	   0.50	   0.42	   0.51	   0.48	   0.62	   0.63	   0.60	   0.35	   0.37	   0.37	   0.38	   0.47	   0.61	   0.47	   0.54	   0.49	   0.51	   0.64	   0.63	   0.64	   0.65	   0.60	   0.61	   0.55	   0.65	   0.48	   0.64	   0.61	   0.59	   0.67	   0.60	   0.34	   0.67	   0.61	   0.56	   0.64	   0.65	   0.62	   0.67	   0.64	   0.66	   0.40	   0.64	   0.43	   0.64	   0.38	   0.66	   0.66	   0.39	   0.35	   0.58	   0.57	   0.55	   0.35	   0.34	   0.59	   0.40	   0.57	   0.55	   0.36	   0.30	   0.43	   0.37	   0.61	   0.63	   0.00	   0.42	   0.55	   0.45	   0.55	   0.58	   0.58	   0.57	   0.46	   0.39	   0.62	   0.60	   0.63	   0.61	   0.36	   0.48	   0.51	   0.39	   0.45	   0.43	   0.39	   0.37	   0.40	   0.70	   0.35	   0.61	   0.25	   0.28	   0.26	   0.57	   0.57	   0.23	   0.60	   0.36	   0.65	   0.55	   0.65	   0.63	   0.56	   0.63	   0.63	   0.60	   0.61	   0.62	   0.58	   0.61	   0.56	   0.64	   0.63	   0.60	   0.55	   0.62	   0.57	   0.62	   0.60	   0.49	   0.54	   0.39	   0.49	   0.48	   0.52	   0.52	   0.45	   0.46	   0.43	   0.60	   0.57	   0.60	   0.31	   0.52	   0.63	   0.59	   0.63	   0.63	   0.41	   0.59	   0.65	   0.45	   0.39	   0.57	   0.36	   0.65	   0.31	   0.56	   0.55	   0.41	   0.24	   0.51	   0.39	   0.46	   0.54	   0.41	   0.45	   0.61	   0.62
C29    	   0.42	   0.52	   0.53	   0.36	   0.53	   0.41	   0.50	   0.42	   0.56	   0.50	   0.42	   0.37	   0.42	   0.43	   0.52	   0.58	   0.41	   0.51	   0.56	   0.53	   0.62	   0.47	   0.50	   0.58	   0.55	   0.50	   0.45	   0.59	   0.51	   0.42	   0.54	   0.57	   0.55	   0.58	   0.54	   0.57	   0.56	   0.38	   0.53	   0.54	   0.58	   0.53	   0.55	   0.55	   0.57	   0.57	   0.61	   0.54	   0.25	   0.55	   0.53	   0.39	   0.51	   0.45	   0.56	   0.50	   0.58	   0.57	   0.51	   0.26	   0.47	   0.47	   0.56	   0.53	   0.53	   0.43	   0.36	   0.40	   0.38	   0.44	   0.54	   0.41	   0.54	   0.48	   0.49	   0.58	   0.56	   0.58	   0.65	   0.57	   0.55	   0.55	   0.60	   0.47	   0.57	   0.56	   0.54	   0.59	   0.62	   0.34	   0.58	   0.56	   0.54	   0.62	   0.63	   0.55	   0.58	   0.59	   0.66	   0.45	   0.60	   0.51	   0.54	   0.44	   0.63	   0.54	   0.46	   0.39	   0.51	   0.49	   0.55	   0.37	   0.41	   0.53	   0.39	   0.51	   0.55	   0.39	   0.38	   0.43	   0.39	   0.58	   0.53	   0.42	   0.00	   0.55	   0.43	   0.53	   0.50	   0.57	   0.61	   0.51	   0.44	   0.56	   0.57	   0.59	   0.59	   0.36	   0.44	   0.47	   0.37	   0.45	   0.40	   0.42	   0.41	   0.42	   0.63	   0.39	   0.57	   0.39	   0.38	   0.33	   0.55	   0.55	   0.38	   0.59	   0.36	   0.54	   0.52	   0.59	   0.57	   0.57	   0.55	   0.53	   0.60	   0.55	   0.56	   0.59	   0.59	   0.50	   0.54	   0.56	   0.54	   0.53	   0.56	   0.48	   0.58	   0.55	   0.45	   0.48	   0.44	   0.44	   0.45	   0.43	   0.52	   0.40	   0.41	   0.39	   0.60	   0.56	   0.53	   0.37	   0.54	   0.58	   0.54	   0.55	   0.54	   0.41	   0.56	   0.60	   0.45	   0.34	   0.55	   0.35	   0.58	   0.33	   0.49	   0.49	   0.38	   0.35	   0.51	   0.41	   0.40	   0.49	   0.41	   0.40	   0.55	   0.55
